23178226	taobao.tbk.item.get	2017-05-10 08:35:21
23178226	taobao.tbk.item.get	2017-05-10 08:35:23
23178226	taobao.tbk.item.get	2017-05-10 08:35:25
23178226	taobao.tbk.item.get	2017-05-10 08:35:27
23178226	taobao.tbk.item.get	2017-05-10 08:35:29
23178226	taobao.tbk.item.get	2017-05-10 08:35:31
23178226	taobao.tbk.item.get	2017-05-10 08:35:33
23178226	taobao.tbk.item.get	2017-05-10 08:35:35
23178226	taobao.tbk.item.get	2017-05-10 08:35:37
23178226	taobao.tbk.item.get	2017-05-10 08:35:39
23178226	taobao.tbk.item.get	2017-05-10 08:35:41
23178226	taobao.tbk.item.get	2017-05-10 08:35:43
23178226	taobao.tbk.item.get	2017-05-10 08:35:45
23178226	taobao.tbk.item.get	2017-05-10 08:35:47
23178226	taobao.tbk.item.get	2017-05-10 08:35:49
23178226	taobao.tbk.item.get	2017-05-10 08:35:52
23178226	taobao.tbk.item.get	2017-05-10 08:35:54
23178226	taobao.tbk.item.get	2017-05-10 08:35:56
23178226	taobao.tbk.item.get	2017-05-10 08:35:58
23178226	taobao.tbk.item.get	2017-05-10 08:36:00
23178226	taobao.tbk.item.get	2017-05-10 08:36:02
23178226	taobao.tbk.item.get	2017-05-10 08:36:04
23178226	taobao.tbk.item.get	2017-05-10 08:36:06
23178226	taobao.tbk.item.get	2017-05-10 08:36:08
23178226	taobao.tbk.item.get	2017-05-10 08:36:10
23178226	taobao.tbk.item.get	2017-05-10 08:36:13
23178226	taobao.tbk.item.get	2017-05-10 08:36:15
23178226	taobao.tbk.item.get	2017-05-10 08:36:17
23178226	taobao.tbk.item.get	2017-05-10 08:36:19
23178226	taobao.tbk.item.get	2017-05-10 08:36:21
23178226	taobao.tbk.item.get	2017-05-10 08:36:23
23178226	taobao.tbk.item.get	2017-05-10 08:36:25
23178226	taobao.tbk.item.get	2017-05-10 08:36:27
23178226	taobao.tbk.item.get	2017-05-10 08:36:30
23178226	taobao.tbk.item.get	2017-05-10 08:36:32
23178226	taobao.tbk.item.get	2017-05-10 08:36:34
23178226	taobao.tbk.item.get	2017-05-10 08:36:36
23178226	taobao.tbk.item.get	2017-05-10 08:36:38
23178226	taobao.tbk.item.get	2017-05-10 08:36:40
23178226	taobao.tbk.item.get	2017-05-10 08:36:42
23178226	taobao.tbk.item.get	2017-05-10 08:36:44
23178226	taobao.tbk.item.get	2017-05-10 08:36:46
23178226	taobao.tbk.item.get	2017-05-10 08:36:48
23178226	taobao.tbk.item.get	2017-05-10 08:36:50
23178226	taobao.tbk.item.get	2017-05-10 08:36:52
23178226	taobao.tbk.item.get	2017-05-10 08:36:54
23178226	taobao.tbk.item.get	2017-05-10 08:36:56
23178226	taobao.tbk.item.get	2017-05-10 08:36:59
23178226	taobao.tbk.item.get	2017-05-10 08:37:01
23178226	taobao.tbk.item.get	2017-05-10 08:37:03
23178226	taobao.tbk.item.get	2017-05-10 08:37:05
23178226	taobao.tbk.item.get	2017-05-10 08:37:07
23178226	taobao.tbk.item.get	2017-05-10 08:37:09
23178226	taobao.tbk.item.get	2017-05-10 08:37:11
23178226	taobao.tbk.item.get	2017-05-10 08:37:13
23178226	taobao.tbk.item.get	2017-05-10 08:37:15
23178226	taobao.tbk.item.get	2017-05-10 08:37:17
23178226	taobao.tbk.item.get	2017-05-10 08:37:19
23178226	taobao.tbk.item.get	2017-05-10 08:37:21
23178226	taobao.tbk.item.get	2017-05-10 08:37:23
23178226	taobao.tbk.item.get	2017-05-10 08:37:25
23178226	taobao.tbk.item.get	2017-05-10 08:37:27
23178226	taobao.tbk.item.get	2017-05-10 08:37:29
23178226	taobao.tbk.item.get	2017-05-10 08:37:31
23178226	taobao.tbk.item.get	2017-05-10 08:37:34
23178226	taobao.tbk.item.get	2017-05-10 08:37:36
23178226	taobao.tbk.item.get	2017-05-10 08:37:38
23178226	taobao.tbk.item.get	2017-05-10 08:37:40
23178226	taobao.tbk.item.get	2017-05-10 08:37:42
23178226	taobao.tbk.item.get	2017-05-10 08:37:44
23178226	taobao.tbk.item.get	2017-05-10 08:37:46
23178226	taobao.tbk.item.get	2017-05-10 08:37:48
